Description,Variables,value,unit,,,,6
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],839,Forward,0139206_2020-8-10-13-55-56,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0139206_2020-8-10-13-55-56,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],0,Neutral,0139206_2020-8-10-13-55-56,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],559,Parked,0139206_2020-8-10-13-55-56,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],11,Reversed,0139206_2020-8-10-13-55-56,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0139206_2020-8-10-13-55-56,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0139206_2020-8-10-13-55-56,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-10-13-55-56,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-10-13-55-56,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0139206_2020-8-10-13-55-56,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-10-13-55-56,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,2,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0139206_2020-8-10-13-55-56,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,30.375,deg C (KeyOff),0139206_2020-8-10-13-55-56,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,29.390625,deg C (KeyOn),0139206_2020-8-10-13-55-56,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,31.359375,deg C (Max),0139206_2020-8-10-13-55-56,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,29.390625,deg C (Min),0139206_2020-8-10-13-55-56,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,40.25781139,deg (Lat KeyOff),0139206_2020-8-10-13-55-56,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,40.28019889,deg (Lat KeyOn),0139206_2020-8-10-13-55-56,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-74.09060333,deg (Long KeyOff),0139206_2020-8-10-13-55-56,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-74.00646583,deg (Long KeyOn),0139206_2020-8-10-13-55-56,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-10-13-55-56,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-10-13-55-56,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,10,Day,0139206_2020-8-10-13-55-56,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,13,Hour,0139206_2020-8-10-13-55-56,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,55,Minute,0139206_2020-8-10-13-55-56,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0139206_2020-8-10-13-55-56,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,56,Second,0139206_2020-8-10-13-55-56,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0139206_2020-8-10-13-55-56,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,216.421875,km (KeyOff),0139206_2020-8-10-13-55-56,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,206.703125,km (KeyOn),0139206_2020-8-10-13-55-56,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],122,(0-15),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],1421,(105-120),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],128,(120-135),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],133,(15-30),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],152,(30-45),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],261,(45-60),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],296,(60-75),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],183,(75-90),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],474,(90-105),0139206_2020-8-10-15-5-51,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0139206_2020-8-10-15-5-51,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],3215,Forward,0139206_2020-8-10-15-5-51,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0139206_2020-8-10-15-5-51,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],2,Neutral,0139206_2020-8-10-15-5-51,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],671,Parked,0139206_2020-8-10-15-5-51,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],10,Reversed,0139206_2020-8-10-15-5-51,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0139206_2020-8-10-15-5-51,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0139206_2020-8-10-15-5-51,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-10-15-5-51,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-10-15-5-51,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0139206_2020-8-10-15-5-51,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-10-15-5-51,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,2,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0139206_2020-8-10-15-5-51,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,30.375,deg C (KeyOff),0139206_2020-8-10-15-5-51,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,30.375,deg C (KeyOn),0139206_2020-8-10-15-5-51,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,33.328125,deg C (Max),0139206_2020-8-10-15-5-51,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,30.375,deg C (Min),0139206_2020-8-10-15-5-51,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,40.36944583,deg (Lat KeyOff),0139206_2020-8-10-15-5-51,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,40.25781139,deg (Lat KeyOn),0139206_2020-8-10-15-5-51,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-74.49168306,deg (Long KeyOff),0139206_2020-8-10-15-5-51,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-74.09060333,deg (Long KeyOn),0139206_2020-8-10-15-5-51,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-10-15-5-51,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-10-15-5-51,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,10,Day,0139206_2020-8-10-15-5-51,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,15,Hour,0139206_2020-8-10-15-5-51,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,5,Minute,0139206_2020-8-10-15-5-51,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0139206_2020-8-10-15-5-51,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,51,Second,0139206_2020-8-10-15-5-51,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0139206_2020-8-10-15-5-51,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,294.28125,km (KeyOff),0139206_2020-8-10-15-5-51,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,216.421875,km (KeyOn),0139206_2020-8-10-15-5-51,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],189,(0-15),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],895,(105-120),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],298,(120-135),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],23,(135-150),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],163,(15-30),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],205,(30-45),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],398,(45-60),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],193,(60-75),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],143,(75-90),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],508,(90-105),0139206_2020-8-10-17-49-30,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0139206_2020-8-10-17-49-30,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],3199,Forward,0139206_2020-8-10-17-49-30,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0139206_2020-8-10-17-49-30,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],3,Neutral,0139206_2020-8-10-17-49-30,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],3949,Parked,0139206_2020-8-10-17-49-30,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],26,Reversed,0139206_2020-8-10-17-49-30,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0139206_2020-8-10-17-49-30,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0139206_2020-8-10-17-49-30,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-10-17-49-30,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-10-17-49-30,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0139206_2020-8-10-17-49-30,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-10-17-49-30,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,2,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0139206_2020-8-10-17-49-30,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,33.328125,deg C (KeyOff),0139206_2020-8-10-17-49-30,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,30.375,deg C (KeyOn),0139206_2020-8-10-17-49-30,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,36.28125,deg C (Max),0139206_2020-8-10-17-49-30,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,30.375,deg C (Min),0139206_2020-8-10-17-49-30,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,40.64995167,deg (Lat KeyOff),0139206_2020-8-10-17-49-30,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,40.36944583,deg (Lat KeyOn),0139206_2020-8-10-17-49-30,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-74.29685139,deg (Long KeyOff),0139206_2020-8-10-17-49-30,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-74.49168306,deg (Long KeyOn),0139206_2020-8-10-17-49-30,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-10-17-49-30,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-10-17-49-30,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,10,Day,0139206_2020-8-10-17-49-30,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,17,Hour,0139206_2020-8-10-17-49-30,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,49,Minute,0139206_2020-8-10-17-49-30,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0139206_2020-8-10-17-49-30,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,30,Second,0139206_2020-8-10-17-49-30,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0139206_2020-8-10-17-49-30,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,363.59375,km (KeyOff),0139206_2020-8-10-17-49-30,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,294.28125,km (KeyOn),0139206_2020-8-10-17-49-30,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],136,(0-15),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],0,(105-120),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],0,(120-135),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],106,(15-30),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],89,(30-45),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],130,(45-60),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],32,(60-75),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],0,(75-90),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],0,(90-105),0139206_2020-8-10-19-40-11,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0139206_2020-8-10-19-40-11,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],528,Forward,0139206_2020-8-10-19-40-11,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0139206_2020-8-10-19-40-11,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],0,Neutral,0139206_2020-8-10-19-40-11,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],59,Parked,0139206_2020-8-10-19-40-11,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],65,Reversed,0139206_2020-8-10-19-40-11,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0139206_2020-8-10-19-40-11,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0139206_2020-8-10-19-40-11,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-10-19-40-11,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0139206_2020-8-10-19-40-11,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0139206_2020-8-10-19-40-11,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-10-19-40-11,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,2,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0139206_2020-8-10-19-40-11,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,31.359375,deg C (KeyOff),0139206_2020-8-10-19-40-11,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,33.328125,deg C (KeyOn),0139206_2020-8-10-19-40-11,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,33.328125,deg C (Max),0139206_2020-8-10-19-40-11,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,31.359375,deg C (Min),0139206_2020-8-10-19-40-11,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,40.67072333,deg (Lat KeyOff),0139206_2020-8-10-19-40-11,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,40.64995167,deg (Lat KeyOn),0139206_2020-8-10-19-40-11,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-74.27646389,deg (Long KeyOff),0139206_2020-8-10-19-40-11,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-74.29685139,deg (Long KeyOn),0139206_2020-8-10-19-40-11,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-10-19-40-11,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0139206_2020-8-10-19-40-11,,,
